229,43.1666,50,31,0.999998
230,51.8332,66,32,0.999998
231,53.1666,73,18,0.999998
232,121.846,159,105,1
233,120.077,127,116,0.999999
234,68.1519,133,47,1
235,44.0583,49,44,1
236,45.3413,128,29,1
237,44.4808,129,26,1
238,43.8606,133,23,1
239,42.8269,133,20,1
240,28,28,28,1
241,0,-nan,nan,0
242,0,-nan,nan,0
243,0,-nan,nan,0
244,82.8332,120,34,0.999998
245,85.3332,114,35,0.999998
246,0,-nan,nan,0
247,0,-nan,nan,0
248,100.462,186,88,1
249,0,-nan,nan,0
250,103.498,147,99,1
251,25.358,110,18,1
252,66.4712,159,42,1
253,65.6827,159,39,1
254,64.4904,160,36,1
255,27.5356,52,14,1
256,0,-nan,nan,0
257,0,-nan,nan,0
258,0,-nan,nan,0
259,0,-nan,nan,0
260,0,-nan,nan,0
261,0,-nan,nan,0
262,0,-nan,nan,0
263,0,-nan,nan,0
264,0,-nan,nan,0
265,0,-nan,nan,0
266,0,-nan,nan,0
267,0,-nan,nan,0
268,0,-nan,nan,0
269,0,-nan,nan,0
270,0,-nan,nan,0
271,0,-nan,nan,0
272,0,-nan,nan,0
273,0,-nan,nan,0
274,0,-nan,nan,0
275,0,-nan,nan,0
276,0,-nan,nan,0
277,0,-nan,nan,0
278,0,-nan,nan,0
279,0,-nan,nan,0
280,0,-nan,nan,0
281,0,-nan,nan,0
282,0,-nan,nan,0
283,0,-nan,nan,0
284,0,-nan,nan,0
285,0,-nan,nan,0
286,0,-nan,nan,0
287,0,-nan,nan,0
288,0,-nan,nan,0
289,0,-nan,nan,0
290,0,-nan,nan,0
291,0,-nan,nan,0
292,0,-nan,nan,0
293,0,-nan,nan,0
294,0,-nan,nan,0
295,0,-nan,nan,0
296,0,-nan,nan,0
297,0,-nan,nan,0
298,0,-nan,nan,0
299,0,-nan,nan,0
300,0,-nan,nan,0
301,0,-nan,nan,0
302,0,-nan,nan,0
303,0,-nan,nan,0
304,0,-nan,nan,0
305,0,-nan,nan,0
306,0,-nan,nan,0
307,0,-nan,nan,0
308,0,-nan,nan,0
309,0,-nan,nan,0
310,0,-nan,nan,0
311,0,-nan,nan,0
312,0,-nan,nan,0
313,0,-nan,nan,0
314,0,-nan,nan,0
315,0,-nan,nan,0
316,0,-nan,nan,0
317,0,-nan,nan,0
318,0,-nan,nan,0
319,0,-nan,nan,0
320,0,-nan,nan,0
321,0,-nan,nan,0
322,0,-nan,nan,0
323,0,-nan,nan,0
324,0,-nan,nan,0
325,0,-nan,nan,0
326,0,-nan,nan,0
327,0,-nan,nan,0
328,0,-nan,nan,0
329,0,-nan,nan,0
330,0,-nan,nan,0
331,0,-nan,nan,0
332,0,-nan,nan,0
333,0,-nan,nan,0
334,0,-nan,nan,0
335,0,-nan,nan,0
336,0,-nan,nan,0
337,0,-nan,nan,0
338,0,-nan,nan,0
339,0,-nan,nan,0
340,0,-nan,nan,0
341,0,-nan,nan,0
342,0,-nan,nan,0
343,0,-nan,nan,0
344,0,-nan,nan,0
345,0,-nan,nan,0
346,0,-nan,nan,0
347,0,-nan,nan,0
348,0,-nan,nan,0
349,0,-nan,nan,0
350,0,-nan,nan,0
351,0,-nan,nan,0
352,0,-nan,nan,0
353,0,-nan,nan,0
354,0,-nan,nan,0
355,0,-nan,nan,0
356,0,-nan,nan,0
357,0,-nan,nan,0
358,0,-nan,nan,0
359,0,-nan,nan,0
360,0,-nan,nan,0
361,0,-nan,nan,0
362,0,-nan,nan,0
363,0,-nan,nan,0
364,0,-nan,nan,0
365,0,-nan,nan,0
366,0,-nan,nan,0
367,0,-nan,nan,0
368,0,-nan,nan,0
369,0,-nan,nan,0
370,0,-nan,nan,0
371,0,-nan,nan,0
372,0,-nan,nan,0
373,0,-nan,nan,0
374,0,-nan,nan,0
375,0,-nan,nan,0
376,0,-nan,nan,0
377,0,-nan,nan,0
378,0,-nan,nan,0
379,0,-nan,nan,0
380,0,-nan,nan,0
381,0,-nan,nan,0
382,0,-nan,nan,0
383,0,-nan,nan,0
384,0,-nan,nan,0
385,0,-nan,nan,0
386,0,-nan,nan,0
387,0,-nan,nan,0
388,0,-nan,nan,0
389,0,-nan,nan,0
390,0,-nan,nan,0
391,0,-nan,nan,0
392,0,-nan,nan,0
393,0,-nan,nan,0
394,0,-nan,nan,0
395,0,-nan,nan,0
396,0,-nan,nan,0
397,0,-nan,nan,0
398,0,-nan,nan,0
399,0,-nan,nan,0
400,0,-nan,nan,0
401,0,-nan,nan,0
402,0,-nan,nan,0
403,0,-nan,nan,0
404,0,-nan,nan,0
405,0,-nan,nan,0
406,0,-nan,nan,0
407,0,-nan,nan,0
408,0,-nan,nan,0
409,0,-nan,nan,0
410,0,-nan,nan,0
411,0,-nan,nan,0
412,0,-nan,nan,0
413,0,-nan,nan,0
414,0,-nan,nan,0
415,0,-nan,nan,0
416,0,-nan,nan,0
417,0,-nan,nan,0
418,0,-nan,nan,0
419,0,-nan,nan,0
420,0,-nan,nan,0
421,0,-nan,nan,0
422,0,-nan,nan,0
423,0,-nan,nan,0
424,0,-nan,nan,0
425,0,-nan,nan,0
426,0,-nan,nan,0
427,0,-nan,nan,0
428,0,-nan,nan,0
429,0,-nan,nan,0
430,0,-nan,nan,0
431,0,-nan,nan,0
432,0,-nan,nan,0
433,0,-nan,nan,0
434,0,-nan,nan,0
435,0,-nan,nan,0
436,0,-nan,nan,0
437,0,-nan,nan,0
438,0,-nan,nan,0
439,0,-nan,nan,0
440,0,-nan,nan,0
441,0,-nan,nan,0
442,0,-nan,nan,0
443,0,-nan,nan,0
444,0,-nan,nan,0
445,0,-nan,nan,0
446,0,-nan,nan,0
447,0,-nan,nan,0
448,0,-nan,nan,0
449,0,-nan,nan,0
450,0,-nan,nan,0
451,0,-nan,nan,0
452,0,-nan,nan,0
453,0,-nan,nan,0
454,0,-nan,nan,0
455,0,-nan,nan,0
456,0,-nan,nan,0
457,0,-nan,nan,0
458,0,-nan,nan,0
459,0,-nan,nan,0
460,0,-nan,nan,0
461,0,-nan,nan,0
462,0,-nan,nan,0
463,0,-nan,nan,0
464,0,-nan,nan,0
465,0,-nan,nan,0
466,0,-nan,nan,0
467,0,-nan,nan,0
468,0,-nan,nan,0
469,0,-nan,nan,0
470,0,-nan,nan,0
471,0,-nan,nan,0
472,0,-nan,nan,0
473,0,-nan,nan,0
474,0,-nan,nan,0
475,0,-nan,nan,0
476,0,-nan,nan,0
477,0,-nan,nan,0
478,0,-nan,nan,0
479,0,-nan,nan,0
480,0,-nan,nan,0
481,0,-nan,nan,0
482,0,-nan,nan,0
483,0,-nan,nan,0
484,0,-nan,nan,0
485,0,-nan,nan,0
486,0,-nan,nan,0
487,0,-nan,nan,0
488,0,-nan,nan,0
489,0,-nan,nan,0
490,0,-nan,nan,0
491,0,-nan,nan,0
492,0,-nan,nan,0
493,0,-nan,nan,0
494,0,-nan,nan,0
495,0,-nan,nan,0
496,0,-nan,nan,0
497,0,-nan,nan,0
498,0,-nan,nan,0
499,0,-nan,nan,0
500,0,-nan,nan,0
501,0,-nan,nan,0
502,0,-nan,nan,0
503,0,-nan,nan,0
504,0,-nan,nan,0
505,0,-nan,nan,0
506,0,-nan,nan,0
507,0,-nan,nan,0
508,0,-nan,nan,0
509,0,-nan,nan,0
510,0,-nan,nan,0
511,0,-nan,nan,0
512,0,-nan,nan,0
513,0,-nan,nan,0
514,0,-nan,nan,0
515,0,-nan,nan,0
516,0,-nan,nan,0
517,0,-nan,nan,0
518,0,-nan,nan,0
519,0,-nan,nan,0
520,0,-nan,nan,0
521,0,-nan,nan,0
522,0,-nan,nan,0
523,0,-nan,nan,0
524,0,-nan,nan,0
525,0,-nan,nan,0
526,0,-nan,nan,0
527,0,-nan,nan,0
528,0,-nan,nan,0
529,0,-nan,nan,0
530,0,-nan,nan,0
531,0,-nan,nan,0
532,0,-nan,nan,0
533,0,-nan,nan,0
534,0,-nan,nan,0
535,0,-nan,nan,0
536,0,-nan,nan,0
537,0,-nan,nan,0
538,0,-nan,nan,0
539,0,-nan,nan,0
540,0,-nan,nan,0
541,0,-nan,nan,0
542,0,-nan,nan,0
543,0,-nan,nan,0
544,0,-nan,nan,0
545,0,-nan,nan,0
546,0,-nan,nan,0
547,0,-nan,nan,0
548,0,-nan,nan,0
549,0,-nan,nan,0
550,0,-nan,nan,0
551,0,-nan,nan,0
552,0,-nan,nan,0
553,0,-nan,nan,0
554,0,-nan,nan,0
555,0,-nan,nan,0
556,0,-nan,nan,0
557,0,-nan,nan,0
558,0,-nan,nan,0
559,0,-nan,nan,0
560,0,-nan,nan,0
561,0,-nan,nan,0
562,0,-nan,nan,0
563,0,-nan,nan,0
564,0,-nan,nan,0
565,0,-nan,nan,0
566,0,-nan,nan,0
567,0,-nan,nan,0
568,0,-nan,nan,0
569,0,-nan,nan,0
570,0,-nan,nan,0
571,0,-nan,nan,0
572,0,-nan,nan,0
573,0,-nan,nan,0
574,0,-nan,nan,0
575,0,-nan,nan,0
576,0,-nan,nan,0
577,0,-nan,nan,0
578,0,-nan,nan,0
579,0,-nan,nan,0
580,0,-nan,nan,0
581,0,-nan,nan,0
582,0,-nan,nan,0
583,0,-nan,nan,0
584,0,-nan,nan,0
585,0,-nan,nan,0
586,0,-nan,nan,0
587,0,-nan,nan,0
588,0,-nan,nan,0
589,0,-nan,nan,0
590,0,-nan,nan,0
591,0,-nan,nan,0
592,0,-nan,nan,0
593,0,-nan,nan,0
594,0,-nan,nan,0
595,0,-nan,nan,0
596,0,-nan,nan,0
597,0,-nan,nan,0
598,0,-nan,nan,0
599,0,-nan,nan,0
600,0,-nan,nan,0
601,0,-nan,nan,0
602,0,-nan,nan,0
603,0,-nan,nan,0
604,0,-nan,nan,0
605,0,-nan,nan,0
606,0,-nan,nan,0
607,0,-nan,nan,0
608,0,-nan,nan,0
609,0,-nan,nan,0
610,0,-nan,nan,0
611,0,-nan,nan,0
612,0,-nan,nan,0
613,0,-nan,nan,0
614,0,-nan,nan,0
615,0,-nan,nan,0
616,0,-nan,nan,0
617,0,-nan,nan,0
618,0,-nan,nan,0
619,0,-nan,nan,0
620,0,-nan,nan,0
621,0,-nan,nan,0
622,0,-nan,nan,0
623,0,-nan,nan,0
624,0,-nan,nan,0
625,0,-nan,nan,0
626,0,-nan,nan,0
627,0,-nan,nan,0
628,0,-nan,nan,0
629,0,-nan,nan,0
630,0,-nan,nan,0
631,0,-nan,nan,0
632,0,-nan,nan,0
633,0,-nan,nan,0
634,0,-nan,nan,0
635,0,-nan,nan,0
636,0,-nan,nan,0
637,0,-nan,nan,0
638,0,-nan,nan,0
639,0,-nan,nan,0
640,0,-nan,nan,0
641,0,-nan,nan,0
642,0,-nan,nan,0
643,0,-nan,nan,0
644,0,-nan,nan,0
645,0,-nan,nan,0
646,0,-nan,nan,0
647,0,-nan,nan,0
648,0,-nan,nan,0
649,0,-nan,nan,0
650,0,-nan,nan,0
651,0,-nan,nan,0
652,0,-nan,nan,0
653,0,-nan,nan,0
654,0,-nan,nan,0
655,0,-nan,nan,0
656,0,-nan,nan,0
657,0,-nan,nan,0
658,0,-nan,nan,0
659,0,-nan,nan,0
660,0,-nan,nan,0
661,0,-nan,nan,0
662,0,-nan,nan,0
663,0,-nan,nan,0
664,0,-nan,nan,0
665,0,-nan,nan,0
666,0,-nan,nan,0
667,0,-nan,nan,0
668,0,-nan,nan,0
669,0,-nan,nan,0
670,0,-nan,nan,0
671,0,-nan,nan,0
672,0,-nan,nan,0
673,0,-nan,nan,0
674,0,-nan,nan,0
675,0,-nan,nan,0
676,0,-nan,nan,0
677,0,-nan,nan,0
678,0,-nan,nan,0
679,0,-nan,nan,0
680,0,-nan,nan,0
681,0,-nan,nan,0
682,0,-nan,nan,0
683,0,-nan,nan,0
684,0,-nan,nan,0
685,0,-nan,nan,0
686,0,-nan,nan,0
687,0,-nan,nan,0
688,0,-nan,nan,0
689,0,-nan,nan,0
690,0,-nan,nan,0
691,0,-nan,nan,0
692,0,-nan,nan,0
693,0,-nan,nan,0
694,0,-nan,nan,0
695,0,-nan,nan,0
696,0,-nan,nan,0
697,0,-nan,nan,0
698,0,-nan,nan,0
699,0,-nan,nan,0
700,0,-nan,nan,0
701,0,-nan,nan,0
702,0,-nan,nan,0
703,0,-nan,nan,0
704,0,-nan,nan,0
705,0,-nan,nan,0
706,0,-nan,nan,0
707,0,-nan,nan,0
708,0,-nan,nan,0
709,0,-nan,nan,0
710,0,-nan,nan,0
711,0,-nan,nan,0
712,0,-nan,nan,0
713,0,-nan,nan,0
714,0,-nan,nan,0
715,0,-nan,nan,0
716,0,-nan,nan,0
717,0,-nan,nan,0
718,0,-nan,nan,0
719,0,-nan,nan,0
720,0,-nan,nan,0
721,0,-nan,nan,0
722,0,-nan,nan,0
723,0,-nan,nan,0
724,0,-nan,nan,0
725,0,-nan,nan,0
726,0,-nan,nan,0
727,0,-nan,nan,0
728,0,-nan,nan,0
729,0,-nan,nan,0
730,0,-nan,nan,0
731,0,-nan,nan,0
732,0,-nan,nan,0
733,0,-nan,nan,0
734,0,-nan,nan,0
735,0,-nan,nan,0
736,0,-nan,nan,0
737,0,-nan,nan,0
738,0,-nan,nan,0
739,0,-nan,nan,0
740,0,-nan,nan,0
741,0,-nan,nan,0
742,0,-nan,nan,0
743,0,-nan,nan,0
744,0,-nan,nan,0
745,0,-nan,nan,0
746,0,-nan,nan,0
747,0,-nan,nan,0
748,0,-nan,nan,0
749,0,-nan,nan,0
750,0,-nan,nan,0
751,0,-nan,nan,0
752,0,-nan,nan,0
753,0,-nan,nan,0
754,0,-nan,nan,0
755,0,-nan,nan,0
756,0,-nan,nan,0
757,0,-nan,nan,0
758,0,-nan,nan,0
759,0,-nan,nan,0
760,0,-nan,nan,0
761,0,-nan,nan,0
762,0,-nan,nan,0
763,0,-nan,nan,0
764,0,-nan,nan,0
765,0,-nan,nan,0
766,0,-nan,nan,0
767,0,-nan,nan,0
768,0,-nan,nan,0
769,0,-nan,nan,0
770,0,-nan,nan,0
771,0,-nan,nan,0
772,0,-nan,nan,0
773,0,-nan,nan,0
774,0,-nan,nan,0
775,0,-nan,nan,0
776,0,-nan,nan,0
777,0,-nan,nan,0
778,0,-nan,nan,0
779,0,-nan,nan,0
780,0,-nan,nan,0
781,0,-nan,nan,0
782,0,-nan,nan,0
783,0,-nan,nan,0
784,0,-nan,nan,0
785,0,-nan,nan,0
786,0,-nan,nan,0
787,0,-nan,nan,0
788,0,-nan,nan,0
789,0,-nan,nan,0
790,0,-nan,nan,0
791,0,-nan,nan,0
792,0,-nan,nan,0
793,0,-nan,nan,0
794,0,-nan,nan,0
795,0,-nan,nan,0
796,0,-nan,nan,0
797,0,-nan,nan,0
798,0,-nan,nan,0
799,0,-nan,nan,0
800,0,-nan,nan,0
801,0,-nan,nan,0
802,0,-nan,nan,0
803,0,-nan,nan,0
804,0,-nan,nan,0
805,0,-nan,nan,0
806,0,-nan,nan,0
807,0,-nan,nan,0
808,0,-nan,nan,0
809,0,-nan,nan,0
810,0,-nan,nan,0
811,0,-nan,nan,0
812,0,-nan,nan,0
813,0,-nan,nan,0
814,0,-nan,nan,0
815,0,-nan,nan,0
816,0,-nan,nan,0
817,0,-nan,nan,0
818,0,-nan,nan,0
819,0,-nan,nan,0
820,0,-nan,nan,0
821,0,-nan,nan,0
822,0,-nan,nan,0
823,0,-nan,nan,0
824,0,-nan,nan,0
825,0,-nan,nan,0
826,0,-nan,nan,0
827,0,-nan,nan,0
828,0,-nan,nan,0
829,0,-nan,nan,0
830,0,-nan,nan,0
831,0,-nan,nan,0
832,0,-nan,nan,0
833,0,-nan,nan,0
834,0,-nan,nan,0
835,0,-nan,nan,0
836,0,-nan,nan,0
837,0,-nan,nan,0
838,0,-nan,nan,0
839,0,-nan,nan,0
840,0,-nan,nan,0
841,0,-nan,nan,0
842,0,-nan,nan,0
843,0,-nan,nan,0
844,0,-nan,nan,0
845,0,-nan,nan,0
846,0,-nan,nan,0
847,0,-nan,nan,0
848,0,-nan,nan,0
849,0,-nan,nan,0
850,0,-nan,nan,0
851,0,-nan,nan,0
852,0,-nan,nan,0
853,0,-nan,nan,0
854,0,-nan,nan,0
855,0,-nan,nan,0
856,0,-nan,nan,0
857,0,-nan,nan,0
858,0,-nan,nan,0
859,0,-nan,nan,0
860,0,-nan,nan,0
861,0,-nan,nan,0
862,0,-nan,nan,0
863,0,-nan,nan,0
864,0,-nan,nan,0
865,0,-nan,nan,0
866,0,-nan,nan,0
867,0,-nan,nan,0
868,0,-nan,nan,0
869,0,-nan,nan,0
870,0,-nan,nan,0
871,0,-nan,nan,0
872,0,-nan,nan,0
873,0,-nan,nan,0
874,0,-nan,nan,0
875,0,-nan,nan,0
876,0,-nan,nan,0
877,0,-nan,nan,0
878,0,-nan,nan,0
879,0,-nan,nan,0
880,0,-nan,nan,0
881,0,-nan,nan,0
882,0,-nan,nan,0
883,0,-nan,nan,0
884,0,-nan,nan,0
885,0,-nan,nan,0
886,0,-nan,nan,0
887,0,-nan,nan,0
888,0,-nan,nan,0
889,0,-nan,nan,0
890,0,-nan,nan,0
891,0,-nan,nan,0
892,0,-nan,nan,0
893,0,-nan,nan,0
894,0,-nan,nan,0
895,0,-nan,nan,0
896,0,-nan,nan,0
897,0,-nan,nan,0
898,0,-nan,nan,0
899,0,-nan,nan,0
900,0,-nan,nan,0
901,0,-nan,nan,0
902,0,-nan,nan,0
903,0,-nan,nan,0
904,0,-nan,nan,0
905,0,-nan,nan,0
906,0,-nan,nan,0
907,0,-nan,nan,0
908,0,-nan,nan,0
909,0,-nan,nan,0
910,0,-nan,nan,0
911,0,-nan,nan,0
912,0,-nan,nan,0
913,0,-nan,nan,0
914,0,-nan,nan,0
915,0,-nan,nan,0
916,0,-nan,nan,0
917,0,-nan,nan,0
918,0,-nan,nan,0
919,0,-nan,nan,0
920,0,-nan,nan,0
921,0,-nan,nan,0
922,0,-nan,nan,0
923,0,-nan,nan,0
924,0,-nan,nan,0
925,0,-nan,nan,0
926,0,-nan,nan,0
927,0,-nan,nan,0
928,0,-nan,nan,0
929,0,-nan,nan,0
930,0,-nan,nan,0
931,0,-nan,nan,0
932,0,-nan,nan,0
933,0,-nan,nan,0
934,0,-nan,nan,0
935,0,-nan,nan,0
936,0,-nan,nan,0
937,0,-nan,nan,0
938,0,-nan,nan,0
939,0,-nan,nan,0
940,0,-nan,nan,0
941,0,-nan,nan,0
942,0,-nan,nan,0
943,0,-nan,nan,0
944,0,-nan,nan,0
945,0,-nan,nan,0
946,0,-nan,nan,0
947,0,-nan,nan,0
948,0,-nan,nan,0
949,0,-nan,nan,0
950,0,-nan,nan,0
951,0,-nan,nan,0
952,0,-nan,nan,0
953,0,-nan,nan,0
954,0,-nan,nan,0
955,0,-nan,nan,0
956,0,-nan,nan,0
957,0,-nan,nan,0
958,0,-nan,nan,0
959,0,-nan,nan,0
960,0,-nan,nan,0
961,0,-nan,nan,0
962,0,-nan,nan,0
963,0,-nan,nan,0
964,0,-nan,nan,0
965,0,-nan,nan,0
966,0,-nan,nan,0
967,0,-nan,nan,0
968,0,-nan,nan,0
969,0,-nan,nan,0
970,0,-nan,nan,0
971,0,-nan,nan,0
972,0,-nan,nan,0
973,0,-nan,nan,0
974,0,-nan,nan,0
975,0,-nan,nan,0
976,0,-nan,nan,0
977,0,-nan,nan,0
978,0,-nan,nan,0
979,0,-nan,nan,0
980,0,-nan,nan,0
981,0,-nan,nan,0
982,0,-nan,nan,0
983,0,-nan,nan,0
984,0,-nan,nan,0
985,0,-nan,nan,0
986,0,-nan,nan,0
987,0,-nan,nan,0
988,0,-nan,nan,0
989,0,-nan,nan,0
990,0,-nan,nan,0
991,0,-nan,nan,0
992,0,-nan,nan,0
993,0,-nan,nan,0
994,0,-nan,nan,0
995,0,-nan,nan,0
996,0,-nan,nan,0
997,0,-nan,nan,0
998,0,-nan,nan,0
999,0,-nan,nan,0
1000,0,-nan,nan,0
1001,0,-nan,nan,0
1002,0,-nan,nan,0
1003,0,-nan,nan,0
1004,0,-nan,nan,0
1005,0,-nan,nan,0
1006,0,-nan,nan,0
1007,0,-nan,nan,0
1008,0,-nan,nan,0
1009,0,-nan,nan,0
1010,0,-nan,nan,0
1011,0,-nan,nan,0
1012,0,-nan,nan,0
1013,0,-nan,nan,0
1014,0,-nan,nan,0
1015,0,-nan,nan,0
1016,0,-nan,nan,0
1017,0,-nan,nan,0
1018,0,-nan,nan,0
1019,0,-nan,nan,0
1020,0,-nan,nan,0
1021,0,-nan,nan,0
1022,0,-nan,nan,0
1023,0,-nan,nan,0
1024,0,-nan,nan,0
1025,0,-nan,nan,0
1026,0,-nan,nan,0
1027,0,-nan,nan,0
1028,0,-nan,nan,0
1029,0,-nan,nan,0
1030,0,-nan,nan,0
1031,0,-nan,nan,0
1032,0,-nan,nan,0
1033,0,-nan,nan,0
1034,0,-nan,nan,0
1035,0,-nan,nan,0
1036,0,-nan,nan,0
1037,0,-nan,nan,0
1038,0,-nan,nan,0
1039,0,-nan,nan,0
1040,0,-nan,nan,0
1041,0,-nan,nan,0
1042,0,-nan,nan,0
1043,0,-nan,nan,0
1044,0,-nan,nan,0
1045,0,-nan,nan,0
1046,0,-nan,nan,0
1047,0,-nan,nan,0
1048,0,-nan,nan,0
1049,0,-nan,nan,0
1050,0,-nan,nan,0
1051,0,-nan,nan,0
1052,0,-nan,nan,0
1053,0,-nan,nan,0
1054,0,-nan,nan,0
1055,0,-nan,nan,0
1056,0,-nan,nan,0
1057,0,-nan,nan,0
1058,0,-nan,nan,0
1059,0,-nan,nan,0
1060,0,-nan,nan,0
1061,0,-nan,nan,0
1062,0,-nan,nan,0
1063,0,-nan,nan,0
1064,0,-nan,nan,0
1065,0,-nan,nan,0
1066,0,-nan,nan,0
1067,0,-nan,nan,0
1068,0,-nan,nan,0
1069,0,-nan,nan,0
1070,0,-nan,nan,0
