BEGIN Configuration File: examples/testconfig
topology = mesh;
k = 2;
n = 1;

sim_type = throughput;

packet_size = 1;
warmup_periods = 3;
sample_period = 1000;
max_samples = 20;


// routing_function = dim_order;
// routing_function = min_adapt;
routing_function = xy_yx;
// routing_function = romm;

// watch_packets = {100,200,300,400};
// watch_out = -;
// viewer_trace = 1;

// Flow control
num_vcs = 8;
vc_buf_size = 4;

// Traffic
traffic = focus;
injection_process = focus;

END Configuration File: examples/testconfig
node: 1 time: 3
node: 0 time: 18
node: 1 time: 18
node: 0 time: 20
node: 0 time: 33
node: 1 time: 33
node: 0 time: 36
node: 0 time: 48
node: 1 time: 48
node: 0 time: 50
node: 0 time: 63
node: 1 time: 63
node: 0 time: 66
node: 0 time: 78
node: 1 time: 78
node: 0 time: 80
node: 0 time: 93
node: 1 time: 93
node: 0 time: 96
node: 0 time: 108
node: 1 time: 108
node: 0 time: 110
node: 0 time: 123
node: 1 time: 123
node: 0 time: 126
node: 0 time: 138
node: 1 time: 138
node: 0 time: 140
node: 0 time: 153
node: 1 time: 153
node: 0 time: 156
node: 0 time: 168
node: 1 time: 168
node: 0 time: 170
node: 0 time: 183
node: 1 time: 183
node: 0 time: 186
node: 0 time: 198
node: 1 time: 198
node: 0 time: 200
node: 0 time: 213
node: 1 time: 213
node: 0 time: 216
node: 0 time: 228
node: 1 time: 228
node: 0 time: 230
node: 0 time: 243
node: 1 time: 243
node: 0 time: 246
node: 0 time: 258
node: 1 time: 258
node: 0 time: 260
node: 0 time: 273
node: 1 time: 273
node: 0 time: 276
node: 0 time: 288
node: 1 time: 288
node: 0 time: 290
node: 0 time: 303
node: 1 time: 303
node: 0 time: 306
node: 0 time: 318
node: 1 time: 318
node: 0 time: 320
node: 0 time: 333
node: 1 time: 333
node: 0 time: 336
node: 0 time: 348
node: 1 time: 348
node: 0 time: 350
node: 0 time: 363
node: 1 time: 363
node: 0 time: 366
node: 0 time: 378
node: 1 time: 378
node: 0 time: 380
node: 0 time: 393
node: 1 time: 393
node: 0 time: 396
node: 0 time: 408
node: 1 time: 408
node: 0 time: 410
node: 0 time: 423
node: 1 time: 423
node: 0 time: 426
node: 0 time: 438
node: 1 time: 438
node: 0 time: 440
node: 0 time: 453
node: 1 time: 453
node: 0 time: 456
node: 0 time: 468
node: 1 time: 468
node: 0 time: 470
node: 0 time: 483
node: 1 time: 483
node: 0 time: 486
node: 0 time: 498
node: 1 time: 498
node: 0 time: 500
node: 0 time: 513
node: 1 time: 513
node: 0 time: 516
node: 0 time: 528
node: 1 time: 528
node: 0 time: 530
node: 0 time: 543
node: 1 time: 543
node: 0 time: 546
node: 0 time: 558
node: 1 time: 558
node: 0 time: 560
node: 0 time: 573
node: 1 time: 573
node: 0 time: 576
node: 0 time: 588
node: 1 time: 588
node: 0 time: 590
node: 0 time: 603
node: 1 time: 603
node: 0 time: 606
node: 0 time: 618
node: 1 time: 618
node: 0 time: 620
node: 0 time: 633
node: 1 time: 633
node: 0 time: 636
node: 0 time: 648
node: 1 time: 648
node: 0 time: 650
node: 0 time: 663
node: 1 time: 663
node: 0 time: 666
node: 0 time: 678
node: 1 time: 678
node: 0 time: 680
node: 0 time: 693
node: 1 time: 693
node: 0 time: 696
node: 0 time: 708
node: 1 time: 708
node: 0 time: 710
node: 0 time: 723
node: 1 time: 723
node: 0 time: 726
node: 0 time: 738
node: 1 time: 738
node: 0 time: 740
